S? ch?ng t?;NgÖy t?o;Ng??i t?o;Lo?i k? ho?ch;Ghi ch£ 1;M? v?t t?;Tàn v?t t?;?vt 1;S? l??ng (1);HSQ?;?vt 2;S? l??ng (2);Ghi ch£ 2;M?c ?°ch s? d?ng;NgÖy s? d?ng
EP2304-0031;10/04/2023;;Theo b? ph?n;Mua nvl cho ??n ha?ng Thiàn ?n SO2303-0052, SO2304-0003;10TEM-TC002-01-0000;Tem bao Jumbo TC002-01-0000 (THIEN AN);CAI;4;1;CAI;4,1;;;15/04/2023
EP2304-0031;10/04/2023;;Theo b? ph?n;Mua nvl cho ??n ha?ng Thiàn ?n SO2303-0052, SO2304-0003;10ZIP-TC002-01-0000;T£i tÖi li?u Ziplock PE, W x L = 25cm x 35cm, TL: 13g/c†i.;CAI;4;0,013;KG;53,3;;;15/04/2023
EP2401-0053;16/01/2024;Nguy?n D?ng Trung;Theo b? ph?n;"SO2401-0032 - MINH ANH
SO2401-0034 - UNIPACK
SO2401-0036 - UNIPACK
SO2401-0035 - THI?N ?N";10ZIP-TC002-01-0000;T£i tÖi li?u Ziplock PE, W x L = 25cm x 35cm, TL: 13g/c†i.;CAI;2030;0,013;KG;26,39;SO2401-0035 - THI?N ?N;;26/01/2024
EP2311-0063;22/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;SO2311-0029 - Thiàn ?n;10ZIP-TC002-01-0000;T£i tÖi li?u Ziplock PE, W x L = 25cm x 35cm, TL: 13g/c†i.;CAI;1000;0,013;KG;13;SO2311-0029 - Thiàn ?n;;27/11/2023
EP2401-0104;26/01/2024;Nguy?n D?ng Trung;Theo b? ph?n;SO2401-0035 - THI?N ?N;10ZIP-TC002-01-0000;T£i tÖi li?u Ziplock PE, W x L = 25cm x 35cm, TL: 13g/c†i.;CAI;2000;0,013;KG;26;SO2401-0035 - THI?N ?N;;19/02/2024
EP2304-0108;28/04/2023;;Theo b? ph?n;Dongwon (Jumbo) - SO2304-0005;HAT-BEIGE-EMH66125A;H?t mÖu beige EMH66125A.;KG;475;1;KG;475;;;12/05/2023
EP2402-0013;20/02/2024;Nguy?n D?ng Trung;Theo b? ph?n;"Ch? may 900D
H?t UV";HAT-BLUEMPP3007;H?t mÖu xanh da tr?i blue MPP 3007;KG;25;1;KG;25;SO2402-0006 - DONGWON;;24/02/2024
EP2405-0072;23/05/2024;Nguy?n D?ng Trung;Theo b? ph?n;H?t mÖu cam 33102B;HAT-CAM-33102B;H?t mÖu cam 33102B;KG;300;1;KG;300;SO2405-0027;;27/05/2024
EP2311-0028;13/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SO2311-0007 - UNIPACK
SO2311-0016 - DONGWON";HAT-CAM-33102B;H?t mÖu cam 33102B;KG;450;1;KG;450;SO2311-0016 - DONGWON;;16/11/2023
EP2309-0058;15/09/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SO2309-0035 - AGRIFEED
DONGWON D?T B? SUNG
SO2309-0030 - DONGWON
JUNIPACK + T?N";HAT-CAM-33102B;H?t mÖu cam 33102B;KG;425;1;KG;425;DONGWON D?T B? SUNG;;19/09/2023
EP2308-0080;23/08/2023;Nguy?n D?ng Trung;Theo b? ph?n;DONGWON - PO8 - PO9 - PO10 - PO11 - PO12;HAT-CAM-33102B;H?t mÖu cam 33102B;KG;75;1;KG;75;DONGWON - PO8 - PO9;;28/08/2023
EP2308-0067;18/08/2023;Nguy?n D?ng Trung;Theo b? ph?n;HANWA - HARVEST - SANPOLY - HALSTON - T? TR?C - MATANG - DONGWON;HAT-CAM-33102B;H?t mÖu cam 33102B;KG;25;1;KG;25;DONGWON - PO8 - PO9;;23/08/2022
EP2307-0094;31/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;DONGWON [SO T?NG];HAT-CAM-33102B;H?t mÖu cam 33102B;KG;25;1;KG;25;SO2307-0065 - DONGWON [SO T?NG];;07/08/2023
EP2307-0094;31/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;DONGWON [SO T?NG];HAT-CAM-33102B;H?t mÖu cam 33102B;KG;450;1;KG;450;SO2307-0075 - DONGWON [SO T?NG];;07/08/2023
EP2305-0054;15/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;SO2305-0011 - DONGWON -  H?t mÖu;HAT-CAM-33102B;H?t mÖu cam 33102B;KG;500;1;KG;500;SO2305-0011 + SO2303-0006;;22/05/2023
EP2305-0054;15/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;SO2305-0011 - DONGWON -  H?t mÖu;HAT-CAM-33102B;H?t mÖu cam 33102B;KG;500;1;KG;500;SO2305-0011;;29/05/2023
EP2305-0054;15/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;SO2305-0011 - DONGWON -  H?t mÖu;HAT-CAM-33102B;H?t mÖu cam 33102B;KG;500;1;KG;500;SO2305-0011;;05/06/2023
EP2305-0054;15/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;SO2305-0011 - DONGWON -  H?t mÖu;HAT-CAM-33102B;H?t mÖu cam 33102B;KG;500;1;KG;500;SO2305-0011;;12/06/2023
EP2305-0054;15/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;SO2305-0011 - DONGWON -  H?t mÖu;HAT-CAM-33102B;H?t mÖu cam 33102B;KG;500;1;KG;500;SO2305-0011;;19/06/2023
EP2305-0054;15/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;SO2305-0011 - DONGWON -  H?t mÖu;HAT-CAM-33102B;H?t mÖu cam 33102B;KG;500;1;KG;500;SO2305-0011;;26/06/2023
EP2305-0054;15/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;SO2305-0011 - DONGWON -  H?t mÖu;HAT-CAM-33102B;H?t mÖu cam 33102B;KG;300;1;KG;300;SO2305-0011;;03/07/2023
EP2304-0096;26/04/2023;;Theo b? ph?n;X? l? nh?p kho h?t mÖu ?? mua v? nhÖ m†y.;HAT-CAM-33102B;H?t mÖu cam 33102B;KG;412;1;KG;412,5;;;05/05/2023
EP2406-0096;29/06/2024;Nguy?n D?ng Trung;Theo b? ph?n;SO2406-0015 + PO T?NG DW;HAT-CAM-33102B;H?t mÖu cam 33102B;KG;1100;1;KG;1100;SO2406-0015 + PO T?NG DW;;05/07/2024
EP2407-0058;16/07/2024;Nguy?n D?ng Trung;Theo b? ph?n;"H?t mÖu cam 33102B
H?t mÖu vÖng EMH 22269 (ChÉu ?u)";HAT-CAM-33102B;H?t mÖu cam 33102B;KG;300;1;KG;300;SO2405-0027;;23/07/2024
EP2406-0005;05/06/2024;Nguy?n D?ng Trung;Theo b? ph?n;DW - PO T?NG;HAT-CAM-33102B;H?t mÖu cam 33102B;KG;1000;1;KG;1000;DW - PO T?NG;;08/06/2024
EP2304-0050;14/04/2023;;Theo b? ph?n;Mua ha?t ma?u cho ??n ha?ng Sa?i Go?n Xanh;HAT-CAM-EMH33113;H?t mÖu cam EMH33113.;KG;204;1;KG;203,5;;;25/04/2023
EP2304-0050;14/04/2023;;Theo b? ph?n;Mua ha?t ma?u cho ??n ha?ng Sa?i Go?n Xanh;HAT-CAM-EMH33113;H?t mÖu cam EMH33113.;KG;1;1;KG;1;;;30/04/2023
EP2305-0097;24/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;"MP2305-0051 (SO2305-0034) - SÖi Gïn Xanh
SO2305-0027 - Dongwon
SO2305-0014 - Tauplene
SO2305-0004 - Tauplene
SO2305-0007 - T";HAT-CAM-EMH33113;H?t mÖu cam EMH33113.;KG;750;1;KG;750;MP2305-0051 (SO2305-0034);;29/05/2023
EP2309-0115;30/09/2023;Nguy?n D?ng Trung;Theo b? ph?n;H?T M?U S?I G?N XANH;HAT-CAM-EMH33113;H?t mÖu cam EMH33113.;KG;300;1;KG;300;S?I G?N XANH;;05/10/2023
EP2312-0015;05/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;H?T M?U + PH? DA;HAT-CAM-EMH33113;H?t mÖu cam EMH33113.;KG;300;1;KG;300;T?N KHO CH? SGX;;11/12/2023
EP2405-0013;04/05/2024;Nguy?n D?ng Trung;Theo b? ph?n;H?t mÖu cam EMH33113.;HAT-CAM-EMH33113;H?t mÖu cam EMH33113.;KG;600;1;KG;600;T?N KHO - SGX;;11/05/2024
EP2304-0096;26/04/2023;;Theo b? ph?n;X? l? nh?p kho h?t mÖu ?? mua v? nhÖ m†y.;HAT-CAM-EMH33113B;H?t mÖu cam EMH33113B ( h?t mÖu c?a Thi?u Trinh);KG;200;1;KG;200;;;05/05/2023
EP2304-0108;28/04/2023;;Theo b? ph?n;Dongwon (Jumbo) - SO2304-0005;HAT-DUONG-EMH7016;H?t mÖu xanh d??ng, EMH7016 (EUP);KG;150;1;KG;150;;;12/05/2023
EP2404-0023;08/04/2024;Nguy?n D?ng Trung;Theo b? ph?n;"H?t mÖu xanh d??ng, EMH7016 (EUP)
D?Y C?T BAO";HAT-DUONG-EMH7016;H?t mÖu xanh d??ng, EMH7016 (EUP);KG;50;1;KG;50;SO2401-0046 - PERU;;10/04/2024
EP2312-0015;05/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;H?T M?U + PH? DA;HAT-DUONG-EMH7016;H?t mÖu xanh d??ng, EMH7016 (EUP);KG;325;1;KG;325;"SO2311-0039-PERU
SO2312-0001-PERU
SO2312-0002-PERU";;15/12/2023
EP2312-0046;14/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;"PERU 6 CONT ( 3 CU?N, 3 BAO)
HANWA";HAT-DUONG-EMH7016;H?t mÖu xanh d??ng, EMH7016 (EUP);KG;125;1;KG;125;PERU;;20/12/2023
EP2309-0089;22/09/2023;Nguy?n D?ng Trung;Theo b? ph?n;"H?T M?U
3 CONT T?I PERU
SO2309-0051
SO2309-0052
SO2309-0053";HAT-DUONG-EMH7016;H?t mÖu xanh d??ng, EMH7016 (EUP);KG;150;1;KG;150;3 CONT T?I PERU;;29/09/2023
EP2307-0081;26/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;"HALSTON
PERU";HAT-DUONG-EMH7016;H?t mÖu xanh d??ng, EMH7016 (EUP);KG;50;1;KG;50;SO2307-0047 - PERU T?I;;04/08/2023
EP2305-0097;24/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;"MP2305-0051 (SO2305-0034) - SÖi Gïn Xanh
SO2305-0027 - Dongwon
SO2305-0014 - Tauplene
SO2305-0004 - Tauplene
SO2305-0007 - T";HAT-DUONG-EMH7016;H?t mÖu xanh d??ng, EMH7016 (EUP);KG;20;1;KG;20;SO2305-0027;;02/06/2023
EP2306-0031;08/06/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SO2303-0010
SO2304-0005
SO2305-0027";HAT-DUONG-EMH7016;H?t mÖu xanh d??ng, EMH7016 (EUP);KG;25;1;KG;25;SO2303-0010;;12/06/2023
EP2306-0031;08/06/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SO2303-0010
SO2304-0005
SO2305-0027";HAT-DUONG-EMH7016;H?t mÖu xanh d??ng, EMH7016 (EUP);KG;150;1;KG;150;SO2304-0005;;12/06/2023
EP2306-0031;08/06/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SO2303-0010
SO2304-0005
SO2305-0027";HAT-DUONG-EMH7016;H?t mÖu xanh d??ng, EMH7016 (EUP);KG;25;1;KG;25;SO2305-0027;;12/06/2023
EP2307-0035;12/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;PERU T?I 3 CONT TH?NG 08;HAT-DUONG-EMH7016;H?t mÖu xanh d??ng, EMH7016 (EUP);KG;250;1;KG;250;PERU T?I 3 CONT TH?NG 08;;18/07/2023
EP2308-0043;14/08/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SO2307-0075 - DONGWON - ??T SLCL
SO2308-0021 - KI?U V?N L?CH";HAT-EMH-22103A;H?t mÖu vÖng, chÉu ?u, 22103A.;KG;850;1;KG;850;SO2308-0021 - KI?U V?N L?CH;;18/08/2023
EP2406-0096;29/06/2024;Nguy?n D?ng Trung;Theo b? ph?n;SO2406-0015 + PO T?NG DW;HAT-EMH06044;H?t mÖu beige (nÉu ??t) EMH06044.;KG;300;1;KG;300;SO2406-0015;;05/07/2024
EP2309-0089;22/09/2023;Nguy?n D?ng Trung;Theo b? ph?n;"H?T M?U
3 CONT T?I PERU
SO2309-0051
SO2309-0052
SO2309-0053";HAT-EMH4022;H?t mÖu ?? EMH4022 - ChÉu Éu;KG;425;1;KG;425;3 CONT T?I PERU;;29/09/2023
EP2307-0035;12/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;PERU T?I 3 CONT TH?NG 08;HAT-EMH4022;H?t mÖu ?? EMH4022 - ChÉu Éu;KG;400;1;KG;400;PERU T?I 3 CONT TH?NG 08;;14/07/2023
EP2312-0046;14/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;"PERU 6 CONT ( 3 CU?N, 3 BAO)
HANWA";HAT-EMH4022;H?t mÖu ?? EMH4022 - ChÉu Éu;KG;175;1;KG;175;PERU;;20/12/2023
EP2312-0015;05/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;H?T M?U + PH? DA;HAT-EMH4022;H?t mÖu ?? EMH4022 - ChÉu Éu;KG;450;1;KG;450;"SO2311-0039-PERU
SO2312-0001-PERU
SO2312-0002-PERU";;15/12/2023
EP2404-0037;11/04/2024;Nguy?n D?ng Trung;Theo b? ph?n;"H?t mÖu ?en m? s? CB105 (TÉn Hóng C?)
H?t mÖu ?? EMH4022 - ChÉu Éu
H?t mÖu vÖng EMP2014(C. ?u)";HAT-EMH4022;H?t mÖu ?? EMH4022 - ChÉu Éu;KG;100;1;KG;100;SO2404-0017 - PERU [S?I TREO GI?N];;15/04/2024
EP2312-0046;14/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;"PERU 6 CONT ( 3 CU?N, 3 BAO)
HANWA";HAT-EMH5022;H?t mÖu XANH NG?C EMH5022. [EuP];KG;60;1;KG;60;PERU;;20/12/2023
EP2312-0015;05/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;H?T M?U + PH? DA;HAT-EMH5022;H?t mÖu XANH NG?C EMH5022. [EuP];KG;175;1;KG;175;"SO2311-0039-PERU
SO2312-0001-PERU
SO2312-0002-PERU";;15/12/2023
EP2307-0035;12/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;PERU T?I 3 CONT TH?NG 08;HAT-EMH5022;H?t mÖu XANH NG?C EMH5022. [EuP];KG;150;1;KG;150;PERU T?I 3 CONT TH?NG 08;;18/07/2023
EP2309-0089;22/09/2023;Nguy?n D?ng Trung;Theo b? ph?n;"H?T M?U
3 CONT T?I PERU
SO2309-0051
SO2309-0052
SO2309-0053";HAT-EMH5022;H?t mÖu XANH NG?C EMH5022. [EuP];KG;175;1;KG;175;3 CONT T?I PERU;;29/09/2023
EP2309-0058;15/09/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SO2309-0035 - AGRIFEED
DONGWON D?T B? SUNG
SO2309-0030 - DONGWON
JUNIPACK + T?N";HAT-EMH55196;H?t mÖu xanh l† EMH55196. [EUP] [376C];KG;100;1;KG;100;DONGWON D?T B? SUNG;;19/09/2023
EP2308-0067;18/08/2023;Nguy?n D?ng Trung;Theo b? ph?n;HANWA - HARVEST - SANPOLY - HALSTON - T? TR?C - MATANG - DONGWON;HAT-EMH55196;H?t mÖu xanh l† EMH55196. [EUP] [376C];KG;50;1;KG;50;DONGWON - PO8 - PO9;;23/08/2022
EP2308-0080;23/08/2023;Nguy?n D?ng Trung;Theo b? ph?n;DONGWON - PO8 - PO9 - PO10 - PO11 - PO12;HAT-EMH55196;H?t mÖu xanh l† EMH55196. [EUP] [376C];KG;50;1;KG;50;DONGWON - PO8 - PO9;;28/08/2023
EP2305-0074;18/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SO2305-0026	DONGWON
H?t mÖu";HAT-EMH55196;H?t mÖu xanh l† EMH55196. [EUP] [376C];KG;30;1;KG;30;SO2305-0026;;26/05/2023
EP2404-0077;25/04/2024;Nguy?n D?ng Trung;Theo b? ph?n;SO2404-0034 - UNIPACK;HAT-EMH55196;H?t mÖu xanh l† EMH55196. [EUP] [376C];KG;100;1;KG;100;SO2404-0034 - UNIPACK;;02/05/2024
EP2407-0032;09/07/2024;Nguy?n D?ng Trung;Theo b? ph?n;"D?Y C?T BAO
[SMY] ?ng gi?y dÖi 127cm (+1)
HAT-TACKS-JB
Ch? may PP 600D
Ch? may PP 1200D
Pallet g? xu?t kh?u
H?t mÖu xanh";HAT-EMH55196;H?t mÖu xanh l† EMH55196. [EUP] [376C];KG;60;1;KG;60;SO2407-0021;;16/07/2024
EP2406-0005;05/06/2024;Nguy?n D?ng Trung;Theo b? ph?n;DW - PO T?NG;HAT-EMH55196;H?t mÖu xanh l† EMH55196. [EUP] [376C];KG;100;1;KG;100;DW - PO T?NG;;08/06/2024
EP2405-0097;28/05/2024;Nguy?n D?ng Trung;Theo b? ph?n;"D?Y C?T BAO
H?t Taical kÇo s?i
H?t ph? gia MV8C (ChÉu ?u)
V....v.....";HAT-EMH77197;H?t mÖu xanh d??ng EMH77197. [EUP] [2195C];KG;300;1;KG;300;SO2405-0032;;14/06/2024
EP2406-0047;14/06/2024;Nguy?n D?ng Trung;Theo b? ph?n;"HAT-MVCA-2014
HAT-EMPP-MF
HAT-EMH77197
HAT-EMPE0033K
HAT-TACKS-JB
HAT-UV881C
BAO-048075G13HDPE.DW
BAO-048075G19LDPE.DW";HAT-EMH77197;H?t mÖu xanh d??ng EMH77197. [EUP] [2195C];KG;270;1;KG;270;SO2406-0023;;19/06/2024
EP2404-0014;04/04/2024;Nguy?n D?ng Trung;Theo b? ph?n;"Taical T4
SO2403-0065 - PERU [KHTK T?N KHO]";HAT-EMH77197;H?t mÖu xanh d??ng EMH77197. [EUP] [2195C];KG;175;1;KG;175;SO2403-0065 - PERU [KHTK T?N KHO];;08/04/2024
EP2312-0046;14/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;"PERU 6 CONT ( 3 CU?N, 3 BAO)
HANWA";HAT-EMH77197;H?t mÖu xanh d??ng EMH77197. [EUP] [2195C];KG;150;1;KG;150;PERU;;20/12/2023
EP2312-0046;14/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;"PERU 6 CONT ( 3 CU?N, 3 BAO)
HANWA";HAT-EMH77197;H?t mÖu xanh d??ng EMH77197. [EUP] [2195C];KG;350;1;KG;350;PERU;;25/01/2024
EP2307-0043;13/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;PERU CU?N 2 CONT TH?NG 08;HAT-EMH77197;H?t mÖu xanh d??ng EMH77197. [EUP] [2195C];KG;375;1;KG;375;PERU CU?N 2 CONT TH?NG 08;;18/07/2007
EP2307-0043;13/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;PERU CU?N 2 CONT TH?NG 08;HAT-EMPE0033K;H?t mÖu ?en EMPE0033K - ChÉu ?u. [KB3];KG;275;1;KG;275;PERU CU?N 2 CONT TH?NG 08;;18/07/2007
EP2307-0035;12/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;PERU T?I 3 CONT TH?NG 08;HAT-EMPE0033K;H?t mÖu ?en EMPE0033K - ChÉu ?u. [KB3];KG;50;1;KG;50;PERU T?I 3 CONT TH?NG 08;;18/07/2023
EP2305-0093;23/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SO2303-0012  	PERU
B? sung h?t mÖu do s? l??ng h?t t?n kho khìng ??t tiàu chu?n";HAT-EMPE0033K;H?t mÖu ?en EMPE0033K - ChÉu ?u. [KB3];KG;50;1;KG;50;SO2303-0012;;26/05/2023
EP2311-0052;21/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;SO2311-0001 - UNIPACK;HAT-EMPE0033K;H?t mÖu ?en EMPE0033K - ChÉu ?u. [KB3];KG;150;1;KG;150;SO2311-0001 - UNIPACK;;23/11/2023
EP2311-0008;06/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SO2310-0054 - HARVEST (T?n kho 80k 02/11/2023)
SO2311-0001 - UNIPACK";HAT-EMPE0033K;H?t mÖu ?en EMPE0033K - ChÉu ?u. [KB3];KG;200;1;KG;200;SO2311-0001 - UNIPACK;;10/11/2023
EP2404-0014;04/04/2024;Nguy?n D?ng Trung;Theo b? ph?n;"Taical T4
SO2403-0065 - PERU [KHTK T?N KHO]";HAT-EMPE0033K;H?t mÖu ?en EMPE0033K - ChÉu ?u. [KB3];KG;175;1;KG;175;SO2403-0065 - PERU [KHTK T?N KHO];;08/04/2024
EP2404-0067;22/04/2024;Nguy?n D?ng Trung;Theo b? ph?n;SO2404-0021 - UNIPACK;HAT-EMPE0033K;H?t mÖu ?en EMPE0033K - ChÉu ?u. [KB3];KG;200;1;KG;200;SO2404-0021 - UNIPACK;;25/04/2024
EP2406-0047;14/06/2024;Nguy?n D?ng Trung;Theo b? ph?n;"HAT-MVCA-2014
HAT-EMPP-MF
HAT-EMH77197
HAT-EMPE0033K
HAT-TACKS-JB
HAT-UV881C
BAO-048075G13HDPE.DW
BAO-048075G19LDPE.DW";HAT-EMPE0033K;H?t mÖu ?en EMPE0033K - ChÉu ?u. [KB3];KG;350;1;KG;350;"SO2406-0022
SO2406-0023";;19/06/2024
EP2405-0097;28/05/2024;Nguy?n D?ng Trung;Theo b? ph?n;"D?Y C?T BAO
H?t Taical kÇo s?i
H?t ph? gia MV8C (ChÉu ?u)
V....v.....";HAT-EMPE0033K;H?t mÖu ?en EMPE0033K - ChÉu ?u. [KB3];KG;150;1;KG;150;SO2405-0032;;14/06/2024
EP2407-0083;25/07/2024;Nguy?n D?ng Trung;Theo b? ph?n;"Ch? may PP 900D
HAT-EMMV8C
HAT-EMPP-MF
HAT-TAYOP10";HAT-EMPE0033K;H?t mÖu ?en EMPE0033K - ChÉu ?u. [KB3];KG;400;1;KG;400;SO2407-0052;;30/07/2024
EP2407-0083;25/07/2024;Nguy?n D?ng Trung;Theo b? ph?n;"Ch? may PP 900D
HAT-EMMV8C
HAT-EMPP-MF
HAT-TAYOP10";HAT-EMPP-MF;H?t ?n ??nh MFI. (MF4X, MF5X, MF6X);KG;3500;1;KG;3500;T?N KHO;;10/08/2024
EP2407-0076;22/07/2024;Nguy?n D?ng Trung;Theo b? ph?n;MF4X;HAT-EMPP-MF;H?t ?n ??nh MFI. (MF4X, MF5X, MF6X);KG;2000;1;KG;2000;MF4X;;24/07/2024
EP2406-0047;14/06/2024;Nguy?n D?ng Trung;Theo b? ph?n;"HAT-MVCA-2014
HAT-EMPP-MF
HAT-EMH77197
HAT-EMPE0033K
HAT-TACKS-JB
HAT-UV881C
BAO-048075G13HDPE.DW
BAO-048075G19LDPE.DW";HAT-EMPP-MF;H?t ?n ??nh MFI. (MF4X, MF5X, MF6X);KG;2000;1;KG;2000;MF4X;;19/06/2024
EP2404-0062;18/04/2024;Nguy?n D?ng Trung;Theo b? ph?n;"HAT-EMPP-MF
HAT-UV881C
HAT-EMMV8C";HAT-EMPP-MF;H?t ?n ??nh MFI. (MF4X, MF5X, MF6X);KG;2000;1;KG;2000;MF4X;;24/04/2024
EP2405-0049;15/05/2024;Nguy?n D?ng Trung;Theo b? ph?n;"H?t ?n ??nh MFI. (MF4X, MF5X, MF6X)
H?t UV 881C (ChÉu ?u)";HAT-EMPP-MF;H?t ?n ??nh MFI. (MF4X, MF5X, MF6X);KG;2000;1;KG;2000;MF4X;;20/05/2024
EP2403-0093;27/03/2024;Nguy?n D?ng Trung;Theo b? ph?n;"SO2403-0061 - KCP + SLCL SO T?ng
SO2403-0061 - KCP + SLCL SO T?ng
MF4X - T?n kho
SO2403-0058 - HARVEST PADI III";HAT-EMPP-MF;H?t ?n ??nh MFI. (MF4X, MF5X, MF6X);KG;1000;1;KG;1000;MF4X - T?n kho;;01/04/2024
EP2312-0046;14/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;"PERU 6 CONT ( 3 CU?N, 3 BAO)
HANWA";HAT-EMPP-MF;H?t ?n ??nh MFI. (MF4X, MF5X, MF6X);KG;240;1;KG;240;PERU;;25/01/2024
EP2312-0015;05/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;H?T M?U + PH? DA;HAT-EMPP-MF;H?t ?n ??nh MFI. (MF4X, MF5X, MF6X);KG;300;1;KG;300;"SO2311-0039-PERU
SO2312-0001-PERU
SO2312-0002-PERU";;15/12/2023
EP2401-0085;23/01/2024;Nguy?n D?ng Trung;Theo b? ph?n;H?t ?n ??nh MFI. (MF4X, MF5X, MF6X);HAT-EMPP-MF;H?t ?n ??nh MFI. (MF4X, MF5X, MF6X);KG;2059;1;KG;2059;SX ?? xu?t;;02/02/2024
EP2307-0035;12/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;PERU T?I 3 CONT TH?NG 08;HAT-EMPP-MF;H?t ?n ??nh MFI. (MF4X, MF5X, MF6X);KG;100;1;KG;100;PERU T?I 3 CONT TH?NG 08;;18/07/2023
EP2309-0092;22/09/2023;Nguy?n D?ng Trung;Theo b? ph?n;"3 CONT T?I PERU
SO2309-0051
SO2309-0052
SO2309-0053";HAT-EMPP-MF;H?t ?n ??nh MFI. (MF4X, MF5X, MF6X);KG;75;1;KG;75;3 CONT T?I PERU;;29/09/2023
EP2309-0022;06/09/2023;Nguy?n D?ng Trung;Theo b? ph?n;DONGWON - PO10 - PO11 - PO12;HAT-EVA;H?t nh?a EVA: H2181, 7350M...;KG;1450;1;KG;1450;B? sung k? ho?ch v? s? l??ng l?n;;08/09/2023
EP2310-0013;04/10/2023;Nguy?n D?ng Trung;Theo b? ph?n;"KHVT: EVA + TPP
SL: ??T THEO CONT 20FT
D?A V?O MAIL NG?Y 30/09";HAT-EVA;H?t nh?a EVA: H2181, 7350M...;KG;3000;1;KG;3000;;;01/11/2023
EP2308-0104;31/08/2023;Nguy?n D?ng Trung;Theo b? ph?n;HARVEST - UNIPACK;HAT-EVA;H?t nh?a EVA: H2181, 7350M...;KG;250;1;KG;250;SO2308-0041 - HARVEST;;08/09/2023
EP2307-0074;25/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SHENQ CHYUN
PERU CU?N
HALSTON";HAT-EVA;H?t nh?a EVA: H2181, 7350M...;KG;375;1;KG;375;SO2307-0054 - HALSTON;;04/08/2023
EP2307-0074;25/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SHENQ CHYUN
PERU CU?N
HALSTON";HAT-EVA;H?t nh?a EVA: H2181, 7350M...;KG;375;1;KG;375;SO2307-0055 - HALSTON;;04/08/2023
EP2307-0074;25/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SHENQ CHYUN
PERU CU?N
HALSTON";HAT-EVA;H?t nh?a EVA: H2181, 7350M...;KG;400;1;KG;400;SO2307-0056 - HALSTON;;04/08/2023
EP2307-0047;14/07/2023;Nguy?n D?ng Trung;Theo b? ph?n;SO2307-0027 - TAUPLENE;HAT-EVA;H?t nh?a EVA: H2181, 7350M...;KG;2500;1;KG;2500;SO2307-0027 - TAUPLENE;;21/07/2023
EP2306-0096;27/06/2023;Nguy?n D?ng Trung;Theo b? ph?n;K? ho?ch NVL th†ng 07;HAT-EVA;H?t nh?a EVA: H2181, 7350M...;KG;500;1;KG;500;;;04/07/2023
EP2305-0097;24/05/2023;Nguy?n D?ng Trung;Theo b? ph?n;"MP2305-0051 (SO2305-0034) - SÖi Gïn Xanh
SO2305-0027 - Dongwon
SO2305-0014 - Tauplene
SO2305-0004 - Tauplene
SO2305-0007 - T";HAT-EVA;H?t nh?a EVA: H2181, 7350M...;KG;60;1;KG;60;SO2305-0014;;05/06/2023
